,equipe_dom,equipe_ext,cote_dom,cote_nul,cote_ext,score,but_dom,but_ext,total_buts,resultat
2055,Liverpool,Bournemouth,1.25,6.39,9.71,2-1,2.0,1.0,3.0,D
2056,London Reds,West Ham,1.27,6.09,9.38,4-1,4.0,1.0,5.0,D
2057,Fulham,Leeds,1.48,4.4,6.45,2-2,2.0,2.0,4.0,N
2058,C. Palace,Brentford,2.36,3.45,2.89,2-1,2.0,1.0,3.0,D
2059,N. Forest,Newcastle,2.4,3.64,2.71,1-1,1.0,1.0,2.0,N
2060,Wolverhampton,N. Forest,1.98,3.67,3.53,2-2,2.0,2.0,4.0,N
2061,Liverpool,Everton,1.24,5.64,12.68,1-1,1.0,1.0,2.0,N
2062,Bournemouth,London Reds,5.85,3.72,1.61,2-0,2.0,0.0,2.0,D
2063,Burnley,Manchester Red,3.23,3.35,2.21,2-2,2.0,2.0,4.0,N
2064,Manchester Blue,Fulham,1.35,5.31,7.56,3-0,3.0,0.0,3.0,D
2065,Leeds,London Blues,5.82,4.4,1.51,1-1,1.0,1.0,2.0,N
2066,Newcastle,Spurs,1.48,4.97,5.41,1-1,1.0,1.0,2.0,N
2067,West Ham,C. Palace,2.32,3.41,2.98,1-1,1.0,1.0,2.0,N
2068,Brighton,A. Villa,1.79,3.89,4.09,2-0,2.0,0.0,2.0,D
2069,Brentford,Sunderland,1.61,4.58,4.52,1-1,1.0,1.0,2.0,N
2070,A. Villa,Brentford,1.78,3.98,4.03,2-0,2.0,0.0,2.0,D
2071,London Blues,Brighton,1.74,4.19,4.07,2-0,2.0,0.0,2.0,D
2072,Manchester Red,Liverpool,2.66,3.73,2.41,2-2,2.0,2.0,4.0,N
2073,Fulham,Newcastle,2.58,3.91,2.4,1-2,1.0,2.0,3.0,E
2074,Manchester Blue,Leeds,1.11,8.84,20.6,2-2,2.0,2.0,4.0,N
2075,N. Forest,Burnley,1.57,4.37,5.17,0-2,0.0,2.0,2.0,E
2076,London Reds,Everton,1.31,5.18,9.87,2-0,2.0,0.0,2.0,D
2077,C. Palace,Bournemouth,1.85,4.0,3.71,0-3,0.0,3.0,3.0,E
2078,Spurs,Wolverhampton,1.54,4.77,4.99,5-0,5.0,0.0,5.0,D
2079,Sunderland,West Ham,5.02,4.04,1.63,1-4,1.0,4.0,5.0,E
2080,London Reds,Manchester Red,1.34,5.3,8.13,1-0,1.0,0.0,1.0,D
2081,Liverpool,N. Forest,1.2,6.92,12.53,1-0,1.0,0.0,1.0,D
2082,Wolverhampton,Fulham,2.7,3.42,2.52,1-3,1.0,3.0,4.0,E
2083,Burnley,Spurs,3.87,4.04,1.81,2-0,2.0,0.0,2.0,D
2084,Brentford,London Blues,1.99,4.08,3.2,5-1,5.0,1.0,6.0,D
2085,West Ham,A. Villa,2.26,3.6,2.95,2-2,2.0,2.0,4.0,N
2086,Bournemouth,Sunderland,1.8,3.76,4.21,2-1,2.0,1.0,3.0,D
2087,Leeds,Brighton,6.08,4.91,1.45,1-3,1.0,3.0,4.0,E
2088,Newcastle,Manchester Blue,2.35,3.52,2.85,0-1,0.0,1.0,1.0,E
2089,Everton,C. Palace,2.47,2.99,3.13,0-1,0.0,1.0,1.0,E
2090,C. Palace,Manchester Red,2.04,3.52,3.49,3-0,3.0,0.0,3.0,D
2091,Sunderland,Everton,4.79,3.32,1.82,2-1,2.0,1.0,3.0,D
2092,A. Villa,Bournemouth,1.44,5.15,5.76,2-2,2.0,2.0,4.0,N
2093,Manchester Blue,Wolverhampton,1.18,7.44,12.59,2-0,2.0,0.0,2.0,D
2094,Spurs,Liverpool,2.61,4.28,2.25,1-2,1.0,2.0,3.0,E
2095,London Blues,West Ham,1.49,4.52,5.98,0-0,0.0,0.0,0.0,N
2096,Newcastle,Leeds,1.16,7.24,16.42,2-1,2.0,1.0,3.0,D
2097,Fulham,Burnley,1.54,4.7,5.04,2-0,2.0,0.0,2.0,D
2098,Brighton,Brentford,2.07,3.63,3.31,2-0,2.0,0.0,2.0,D
2099,N. Forest,London Reds,5.06,3.55,1.72,0-1,0.0,1.0,1.0,E
2100,Wolverhampton,Newcastle,3.02,3.73,2.17,2-2,2.0,2.0,4.0,N
2101,West Ham,Brighton,2.62,4.01,2.33,2-0,2.0,0.0,2.0,D
2102,Manchester Red,Sunderland,1.55,4.32,5.51,2-2,2.0,2.0,4.0,N
2103,Leeds,Brentford,5.8,4.23,1.53,1-3,1.0,3.0,4.0,E
2104,Bournemouth,London Blues,2.5,3.39,2.74,1-2,1.0,2.0,3.0,E
2105,Liverpool,Fulham,1.34,5.17,8.16,4-0,4.0,0.0,4.0,D
2106,Everton,A. Villa,2.34,3.12,3.2,1-0,1.0,0.0,1.0,D
2107,London Reds,Spurs,1.43,5.35,5.73,2-2,2.0,2.0,4.0,N
2108,Burnley,Manchester Blue,8.03,4.48,1.4,1-2,1.0,2.0,3.0,E
2109,C. Palace,N. Forest,1.66,4.05,4.73,3-0,3.0,0.0,3.0,D
2110,Spurs,C. Palace,1.81,3.99,3.88,1-2,1.0,2.0,3.0,E
2111,Brighton,Bournemouth,1.65,4.38,4.44,0-2,0.0,2.0,2.0,E
2112,Fulham,London Reds,5.39,4.14,1.58,2-2,2.0,2.0,4.0,N
2113,Newcastle,Burnley,1.19,7.21,11.88,1-0,1.0,0.0,1.0,D
2114,Wolverhampton,Leeds,1.65,3.69,5.51,2-0,2.0,0.0,2.0,D
2115,Sunderland,N. Forest,4.62,3.86,1.71,1-3,1.0,3.0,4.0,E
2116,Brentford,West Ham,1.61,4.57,4.58,2-1,2.0,1.0,3.0,D
2117,London Blues,Everton,1.58,3.76,6.28,2-0,2.0,0.0,2.0,D
2118,A. Villa,Manchester Red,1.56,4.35,5.26,2-1,2.0,1.0,3.0,D
2119,Manchester Blue,Liverpool,1.59,4.76,4.53,2-0,2.0,0.0,2.0,D
2120,Liverpool,Newcastle,1.44,4.95,6.15,4-1,4.0,1.0,5.0,D
2121,Bournemouth,Brentford,2.55,3.29,2.75,2-0,2.0,0.0,2.0,D
2122,Burnley,Wolverhampton,2.5,3.41,2.72,2-2,2.0,2.0,4.0,N
2123,Everton,Brighton,2.65,3.54,2.5,1-1,1.0,1.0,2.0,N
2124,London Reds,Manchester Blue,2.28,3.64,2.89,1-1,1.0,1.0,2.0,N
2125,C. Palace,Fulham,2.27,3.45,3.03,1-2,1.0,2.0,3.0,E
2126,Manchester Red,London Blues,1.95,3.76,3.56,3-1,3.0,1.0,4.0,D
2127,N. Forest,A. Villa,2.05,3.45,3.54,1-0,1.0,0.0,1.0,D
2128,Sunderland,Spurs,7.42,5.39,1.35,1-4,1.0,4.0,5.0,E
2129,Leeds,West Ham,4.22,3.86,1.77,0-5,0.0,5.0,5.0,E
2130,West Ham,Bournemouth,2.05,3.96,3.13,3-0,3.0,0.0,3.0,D
2131,A. Villa,Spurs,1.66,4.62,4.13,2-3,2.0,3.0,5.0,E
2132,Burnley,Leeds,2.06,3.23,3.77,1-0,1.0,0.0,1.0,D
2133,Manchester Blue,C. Palace,1.31,5.53,8.83,2-1,2.0,1.0,3.0,D
2134,Brentford,Everton,1.73,3.83,4.52,3-0,3.0,0.0,3.0,D
2135,London Blues,N. Forest,1.42,4.7,6.93,1-0,1.0,0.0,1.0,D
2136,Fulham,Sunderland,1.6800000000000002,4.22,4.41,1-0,1.0,0.0,1.0,D
2137,Newcastle,London Reds,2.59,3.43,2.62,2-0,2.0,0.0,2.0,D
2138,Brighton,Manchester Red,1.78,3.86,4.18,2-1,2.0,1.0,3.0,D
2139,Wolverhampton,Liverpool,4.03,4.06,1.77,4-1,4.0,1.0,5.0,D
2140,Sunderland,Manchester Blue,17.5,7.04,1.16,0-3,0.0,3.0,3.0,E
2141,A. Villa,Fulham,1.6800000000000002,4.08,4.58,0-2,0.0,2.0,2.0,E
2142,Leeds,Bournemouth,4.23,4.16,1.72,0-3,0.0,3.0,3.0,E
2143,Spurs,London Blues,1.91,4.2,3.35,1-1,1.0,1.0,2.0,N
2144,Liverpool,Burnley,1.16,8.04,14.07,2-0,2.0,0.0,2.0,D
2145,C. Palace,Newcastle,2.44,3.74,2.62,2-3,2.0,3.0,5.0,E
2146,N. Forest,Brighton,2.21,3.79,2.9,3-0,3.0,0.0,3.0,D
2147,Everton,West Ham,2.01,3.36,3.78,2-0,2.0,0.0,2.0,D
2148,Manchester Red,Brentford,1.99,3.49,3.69,2-0,2.0,0.0,2.0,D
2149,London Reds,Wolverhampton,1.22,6.71,11.11,4-1,4.0,1.0,5.0,D
2150,Liverpool,Leeds,1.12,8.17,21.66,6-0,6.0,0.0,6.0,D
2151,Brentford,N. Forest,1.56,4.66,4.88,4-2,4.0,2.0,6.0,D
2152,Bournemouth,Everton,2.15,3.01,3.83,0-1,0.0,1.0,1.0,E
2153,Newcastle,Sunderland,1.26,6.14,9.69,5-0,5.0,0.0,5.0,D
2154,London Blues,Fulham,1.78,3.82,4.21,1-2,1.0,2.0,3.0,E
2155,Burnley,London Reds,10.29,4.86,1.32,0-6,0.0,6.0,6.0,E
2156,Brighton,Spurs,1.98,4.16,3.17,3-2,3.0,2.0,5.0,D
2157,Wolverhampton,C. Palace,2.51,3.27,2.8200000000000003,2-2,2.0,2.0,4.0,N
2158,Manchester Blue,A. Villa,1.29,5.76,9.01,3-0,3.0,0.0,3.0,D
2159,West Ham,Manchester Red,2.24,3.58,3.0,0-2,0.0,2.0,2.0,E
2160,Spurs,Brentford,2.03,4.0,3.16,3-3,3.0,3.0,6.0,N
2161,N. Forest,West Ham,1.79,3.78,4.2,3-0,3.0,0.0,3.0,D
2162,Leeds,Everton,3.93,3.26,2.0,0-1,0.0,1.0,1.0,E
2163,London Blues,Manchester Blue,3.13,3.41,2.23,3-0,3.0,0.0,3.0,D
2164,London Reds,Liverpool,1.73,4.36,3.94,0-0,0.0,0.0,0.0,N
2165,Sunderland,Wolverhampton,4.38,3.81,1.76,1-3,1.0,3.0,4.0,E
2166,C. Palace,Burnley,1.62,4.33,4.75,1-1,1.0,1.0,2.0,N
2167,A. Villa,Newcastle,1.81,4.22,3.69,1-0,1.0,0.0,1.0,D
2168,Manchester Red,Bournemouth,1.63,4.36,4.59,1-1,1.0,1.0,2.0,N
2169,Fulham,Brighton,2.33,4.08,2.6,1-3,1.0,3.0,4.0,E
2170,Bournemouth,N. Forest,1.89,3.63,3.94,1-1,1.0,1.0,2.0,N
2171,Brentford,Fulham,1.98,3.98,3.31,1-2,1.0,2.0,3.0,E
2172,Everton,Manchester Red,2.36,3.15,3.14,2-2,2.0,2.0,4.0,N
2173,Burnley,Sunderland,2.53,3.43,2.67,1-3,1.0,3.0,4.0,E
2174,London Reds,Leeds,1.15,7.7,17.44,4-0,4.0,0.0,4.0,D
2175,Wolverhampton,A. Villa,2.38,3.44,2.87,1-2,1.0,2.0,3.0,E
2176,West Ham,Spurs,2.48,4.02,2.45,3-0,3.0,0.0,3.0,D
2177,Newcastle,London Blues,1.44,4.8,6.41,0-1,0.0,1.0,1.0,E
2178,Brighton,Manchester Blue,3.51,3.68,1.99,1-2,1.0,2.0,3.0,E
2179,Liverpool,C. Palace,1.32,5.17,9.13,1-1,1.0,1.0,2.0,N
2180,Leeds,Manchester Red,5.06,3.96,1.64,0-2,0.0,2.0,2.0,E
2181,Manchester Blue,Brentford,1.36,5.28,7.35,2-1,2.0,1.0,3.0,D
2182,A. Villa,Burnley,1.28,6.25,8.48,2-0,2.0,0.0,2.0,D
2183,London Blues,Wolverhampton,1.44,4.62,6.77,0-0,0.0,0.0,0.0,N
2184,Sunderland,Liverpool,11.43,6.38,1.23,2-1,2.0,1.0,3.0,D
2185,Fulham,West Ham,1.83,3.98,3.82,1-1,1.0,1.0,2.0,N
2186,C. Palace,London Reds,5.19,3.88,1.64,1-4,1.0,4.0,5.0,E
2187,Spurs,Bournemouth,1.66,4.69,4.06,3-1,3.0,1.0,4.0,D
2188,N. Forest,Everton,1.86,3.31,4.54,1-1,1.0,1.0,2.0,N
2189,Brighton,Newcastle,2.18,3.94,2.87,2-2,2.0,2.0,4.0,N
2190,Liverpool,A. Villa,1.31,5.38,8.88,2-1,2.0,1.0,3.0,D
2191,Bournemouth,Fulham,2.4,3.29,2.94,1-2,1.0,2.0,3.0,E
2192,Everton,Spurs,2.66,3.5700000000000003,2.48,3-3,3.0,3.0,6.0,N
2193,Burnley,London Blues,3.42,3.56,2.05,0-2,0.0,2.0,2.0,E
2194,Manchester Red,N. Forest,1.54,4.29,5.66,1-1,1.0,1.0,2.0,N
2195,Wolverhampton,Brighton,2.64,3.9,2.36,2-3,2.0,3.0,5.0,E
2196,West Ham,Manchester Blue,4.97,4.07,1.63,1-1,1.0,1.0,2.0,N
2197,London Reds,Sunderland,1.22,6.69,10.89,1-2,1.0,2.0,3.0,E
2198,C. Palace,Leeds,1.52,4.04,6.51,1-2,1.0,2.0,3.0,E
2199,Brentford,Newcastle,2.3,4.12,2.61,2-0,2.0,0.0,2.0,D
2200,Sunderland,Leeds,3.32,3.15,2.27,1-0,1.0,0.0,1.0,D
2201,C. Palace,A. Villa,2.03,3.5700000000000003,3.49,1-1,1.0,1.0,2.0,N
2202,Bournemouth,Newcastle,2.94,3.5700000000000003,2.27,0-3,0.0,3.0,3.0,E
2203,West Ham,Wolverhampton,1.91,3.86,3.62,2-0,2.0,0.0,2.0,D
2204,Everton,Manchester Blue,4.84,3.44,1.78,0-2,0.0,2.0,2.0,E
2205,Burnley,Brentford,3.72,3.41,2.01,0-4,0.0,4.0,4.0,E
2206,Liverpool,Brighton,1.37,5.43,6.95,1-1,1.0,1.0,2.0,N
2207,Manchester Red,Fulham,1.96,3.61,3.67,1-1,1.0,1.0,2.0,N
2208,London Reds,London Blues,1.41,5.04,6.62,3-2,3.0,2.0,5.0,D
2209,N. Forest,Spurs,2.16,3.86,2.96,2-1,2.0,1.0,3.0,D
2210,Newcastle,Everton,1.35,4.7,9.2,2-1,2.0,1.0,3.0,D
2211,Brighton,London Reds,4.13,3.7,1.83,2-1,2.0,1.0,3.0,D
2212,Manchester Blue,Manchester Red,1.28,5.92,9.11,2-1,2.0,1.0,3.0,D
2213,West Ham,Burnley,1.72,4.3,4.09,0-0,0.0,0.0,0.0,N
2214,A. Villa,Sunderland,1.38,5.29,6.84,3-2,3.0,2.0,5.0,D
2215,Fulham,N. Forest,1.7000000000000002,4.19,4.26,1-3,1.0,3.0,4.0,E
2216,Leeds,Spurs,5.92,4.9,1.46,1-3,1.0,3.0,4.0,E
2217,London Blues,C. Palace,1.64,3.89,5.2,3-0,3.0,0.0,3.0,D
2218,Brentford,Liverpool,2.66,4.14,2.26,1-3,1.0,3.0,4.0,E
2219,Wolverhampton,Bournemouth,2.17,3.81,2.97,1-2,1.0,2.0,3.0,E
2220,Spurs,Fulham,1.9,4.14,3.42,0-0,0.0,0.0,0.0,N
2221,A. Villa,Leeds,1.23,6.03,11.88,3-1,3.0,1.0,4.0,D
2222,London Reds,Brentford,1.48,4.5600000000000005,6.08,1-3,1.0,3.0,4.0,E
2223,Bournemouth,Burnley,1.7000000000000002,4.01,4.54,4-1,4.0,1.0,5.0,D
2224,N. Forest,Manchester Blue,4.05,3.55,1.88,1-4,1.0,4.0,5.0,E
2225,C. Palace,Brighton,2.28,3.86,2.76,0-0,0.0,0.0,0.0,N
2226,Everton,Wolverhampton,1.89,3.45,4.14,1-1,1.0,1.0,2.0,N
2227,Manchester Red,Newcastle,2.24,3.74,2.89,2-1,2.0,1.0,3.0,D
2228,Liverpool,West Ham,1.2,6.82,12.62,5-0,5.0,0.0,5.0,D
2229,Sunderland,London Blues,6.98,4.55,1.44,2-1,2.0,1.0,3.0,D
2230,Manchester Blue,Spurs,1.34,5.91,6.94,2-3,2.0,3.0,5.0,E
2231,Wolverhampton,Manchester Red,2.43,3.41,2.81,0-0,0.0,0.0,0.0,N
2232,London Blues,A. Villa,1.6800000000000002,3.92,4.75,2-1,2.0,1.0,3.0,D
2233,Burnley,Everton,2.71,2.99,2.81,1-2,1.0,2.0,3.0,E
2234,Brighton,Sunderland,1.54,4.51,5.3,2-2,2.0,2.0,4.0,N
2235,Bournemouth,Liverpool,3.33,3.73,2.04,2-1,2.0,1.0,3.0,D
2236,West Ham,London Reds,6.17,4.3,1.5,2-0,2.0,0.0,2.0,D
2237,Leeds,Fulham,5.41,4.06,1.59,0-1,0.0,1.0,1.0,E
2238,Brentford,C. Palace,1.88,3.87,3.7,4-2,4.0,2.0,6.0,D
2239,Newcastle,N. Forest,1.26,5.92,9.97,4-0,4.0,0.0,4.0,D
2240,N. Forest,Wolverhampton,1.62,4.05,5.1,3-1,3.0,1.0,4.0,D
2241,Everton,Liverpool,3.61,3.6,1.98,0-1,0.0,1.0,1.0,E
2242,London Reds,Bournemouth,1.3,6.01,8.0,1-1,1.0,1.0,2.0,N
2243,Manchester Red,Burnley,1.41,4.98,6.6,1-0,1.0,0.0,1.0,D
2244,Fulham,Manchester Blue,4.37,4.0,1.72,2-4,2.0,4.0,6.0,E
2245,London Blues,Leeds,1.29,5.26,10.81,4-0,4.0,0.0,4.0,D
2246,Spurs,Newcastle,2.18,4.16,2.77,2-2,2.0,2.0,4.0,N
2247,C. Palace,West Ham,1.84,3.84,3.92,1-0,1.0,0.0,1.0,D
2248,A. Villa,Brighton,1.6800000000000002,4.59,4.07,2-2,2.0,2.0,4.0,N
2249,Sunderland,Brentford,7.94,4.67,1.39,0-4,0.0,4.0,4.0,E
2250,Brentford,A. Villa,1.91,3.96,3.51,2-2,2.0,2.0,4.0,N
2251,Brighton,London Blues,1.93,3.88,3.52,1-1,1.0,1.0,2.0,N
2252,Liverpool,Manchester Red,1.32,5.33,8.82,1-2,1.0,2.0,3.0,E
2253,Newcastle,Fulham,1.44,4.72,6.61,2-2,2.0,2.0,4.0,N
2254,Leeds,Manchester Blue,14.36,6.44,1.2,1-4,1.0,4.0,5.0,E
2255,Burnley,N. Forest,2.48,3.42,2.75,1-2,1.0,2.0,3.0,E
2256,Everton,London Reds,6.33,3.64,1.59,0-0,0.0,0.0,0.0,N
2257,Bournemouth,C. Palace,2.28,3.16,3.28,3-0,3.0,0.0,3.0,D
2258,Wolverhampton,Spurs,2.69,3.88,2.32,0-5,0.0,5.0,5.0,E
2259,West Ham,Sunderland,1.81,3.96,3.92,4-1,4.0,1.0,5.0,D
2260,Bournemouth,Manchester Red,2.34,3.24,3.08,2-1,2.0,1.0,3.0,D
2261,C. Palace,A. Villa,2.07,3.56,3.38,2-0,2.0,0.0,2.0,D
2262,Fulham,N. Forest,1.71,4.09,4.32,3-0,3.0,0.0,3.0,D
2263,Spurs,West Ham,1.57,4.71,4.73,1-2,1.0,2.0,3.0,E
2265,London Reds,Brighton,1.46,5.13,5.59,2-1,2.0,1.0,3.0,D
2266,Liverpool,Newcastle,1.46,4.91,5.87,2-1,2.0,1.0,3.0,D
2267,Wolverhampton,Sunderland,1.94,3.75,3.58,2-0,2.0,0.0,2.0,D
2268,Brentford,Everton,1.71,3.89,4.59,4-0,4.0,0.0,4.0,D
2269,Leeds,London Blues,5.72,4.39,1.52,1-2,1.0,2.0,3.0,E
2270,N. Forest,Burnley,1.54,4.48,5.3,3-1,3.0,1.0,4.0,D
2271,Manchester Blue,Sunderland,1.18,7.6,12.7,2-2,2.0,2.0,4.0,N
2272,London Blues,Bournemouth,1.53,4.58,5.3,1-0,1.0,0.0,1.0,D
2273,West Ham,Wolverhampton,1.87,3.88,3.73,1-2,1.0,2.0,3.0,E
2274,A. Villa,London Reds,3.4,3.66,2.03,1-0,1.0,0.0,1.0,D
2276,Brighton,Fulham,1.95,3.77,3.54,2-2,2.0,2.0,4.0,N
2277,Leeds,Brentford,6.09,4.29,1.51,1-4,1.0,4.0,5.0,E
2278,Manchester Red,Liverpool,2.6,3.79,2.43,2-1,2.0,1.0,3.0,D
2279,Everton,C. Palace,2.38,3.02,3.24,3-2,3.0,2.0,5.0,D
2280,Burnley,Brighton,3.74,3.88,1.87,1-1,1.0,1.0,2.0,N
2281,Spurs,Manchester Red,1.77,4.14,3.93,1-0,1.0,0.0,1.0,D
2282,Fulham,A. Villa,2.07,3.7,3.25,2-2,2.0,2.0,4.0,N
2283,C. Palace,Leeds,1.48,4.17,6.87,3-0,3.0,0.0,3.0,D
2284,N. Forest,Manchester Blue,4.17,3.56,1.85,0-0,0.0,0.0,0.0,N
2285,London Reds,Everton,1.3,5.19,9.98,2-0,2.0,0.0,2.0,D
2286,Liverpool,London Blues,1.34,5.31,7.81,3-0,3.0,0.0,3.0,D
2287,Wolverhampton,Newcastle,3.03,3.69,2.18,1-3,1.0,3.0,4.0,E
2288,Bournemouth,Brentford,2.66,3.2,2.69,1-2,1.0,2.0,3.0,E
2289,Sunderland,West Ham,5.21,4.04,1.61,0-1,0.0,1.0,1.0,E
2290,Leeds,London Reds,18.77,7.25,1.15,0-4,0.0,4.0,4.0,E
2291,Brighton,N. Forest,1.54,4.45,5.36,2-0,2.0,0.0,2.0,D
2292,Manchester Blue,West Ham,1.22,6.8100000000000005,11.0,5-0,5.0,0.0,5.0,D
2293,Newcastle,Sunderland,1.25,6.27,10.09,3-1,3.0,1.0,4.0,D
2294,London Blues,Spurs,1.76,4.22,3.92,3-0,3.0,0.0,3.0,D
2295,Everton,Fulham,2.67,3.12,2.74,2-2,2.0,2.0,4.0,N
2296,Manchester Red,Wolverhampton,1.53,4.26,5.77,3-0,3.0,0.0,3.0,D
2297,Bournemouth,C. Palace,2.39,3.16,3.08,3-1,3.0,1.0,4.0,D
2298,Brentford,Liverpool,2.7,4.15,2.23,4-1,4.0,1.0,5.0,D
2299,A. Villa,Burnley,1.31,6.04,7.64,2-2,2.0,2.0,4.0,N
2300,Spurs,Brentford,2.01,3.98,3.22,3-3,3.0,3.0,6.0,N
2301,Wolverhampton,London Blues,2.54,3.52,2.61,1-1,1.0,1.0,2.0,N
2302,Brighton,Manchester Blue,3.55,3.72,1.96,1-1,1.0,1.0,2.0,N
2303,West Ham,Newcastle,2.9,3.87,2.19,0-3,0.0,3.0,3.0,E
2304,Sunderland,Manchester Red,5.92,4.04,1.55,1-3,1.0,3.0,4.0,E
2305,N. Forest,A. Villa,2.0,3.46,3.68,2-0,2.0,0.0,2.0,D
2306,Burnley,Everton,2.79,2.97,2.73,1-1,1.0,1.0,2.0,N
2307,Liverpool,C. Palace,1.32,5.14,9.07,2-1,2.0,1.0,3.0,D
2308,Fulham,Leeds,1.45,4.39,6.92,1-1,1.0,1.0,2.0,N
2309,London Reds,Bournemouth,1.27,6.38,8.78,3-0,3.0,0.0,3.0,D
2310,Manchester Red,West Ham,1.59,4.16,5.27,3-0,3.0,0.0,3.0,D
2311,Brentford,Wolverhampton,1.58,4.5,4.87,2-2,2.0,2.0,4.0,N
2312,A. Villa,Brighton,1.69,4.57,4.0,1-2,1.0,2.0,3.0,E
2313,Liverpool,London Reds,2.3,3.45,2.99,0-2,0.0,2.0,2.0,E
2314,Leeds,Burnley,3.31,3.93,1.98,2-1,2.0,1.0,3.0,D
2315,Manchester Blue,Newcastle,1.4,5.32,6.3,3-1,3.0,1.0,4.0,D
2316,Bournemouth,Fulham,2.45,3.27,2.89,2-0,2.0,0.0,2.0,D
2317,Everton,N. Forest,1.94,3.44,3.96,3-0,3.0,0.0,3.0,D
2318,C. Palace,Spurs,2.31,3.94,2.69,2-0,2.0,0.0,2.0,D
2319,London Blues,Sunderland,1.4,4.95,6.85,2-0,2.0,0.0,2.0,D
2320,West Ham,London Blues,2.46,3.7,2.61,0-0,0.0,0.0,0.0,N
2321,Newcastle,Manchester Red,1.39,4.87,7.45,3-0,3.0,0.0,3.0,D
2322,N. Forest,Leeds,1.46,4.18,7.36,0-0,0.0,0.0,0.0,N
2323,A. Villa,Manchester Blue,2.9,3.76,2.23,4-0,4.0,0.0,4.0,D
2324,Fulham,Liverpool,3.04,4.03,2.07,2-2,2.0,2.0,4.0,N
2325,Burnley,Bournemouth,2.91,3.64,2.26,3-2,3.0,2.0,5.0,D
2326,Sunderland,Brentford,7.1,4.38,1.45,2-1,2.0,1.0,3.0,D
2327,Spurs,London Reds,4.57,4.2,1.66,1-2,1.0,2.0,3.0,E
2328,Brighton,Everton,1.67,3.78,5.06,1-0,1.0,0.0,1.0,D
2329,Wolverhampton,C. Palace,2.44,3.32,2.86,0-4,0.0,4.0,4.0,E
2330,Manchester Blue,Manchester Red,1.27,6.01,9.32,1-1,1.0,1.0,2.0,N
2331,Liverpool,Burnley,1.16,7.89,13.72,2-2,2.0,2.0,4.0,N
2332,London Blues,Newcastle,1.99,3.82,3.37,1-4,1.0,4.0,5.0,E
2333,London Reds,Wolverhampton,1.23,6.47,10.6,1-1,1.0,1.0,2.0,N
2334,Everton,A. Villa,2.44,3.17,2.99,4-0,4.0,0.0,4.0,D
2335,Spurs,Fulham,1.93,4.07,3.36,0-1,0.0,1.0,1.0,E
2336,C. Palace,Sunderland,1.69,4.04,4.54,3-1,3.0,1.0,4.0,D
2337,Bournemouth,N. Forest,1.81,3.7,4.23,0-0,0.0,0.0,0.0,N
2338,Leeds,Brighton,6.4,5.04,1.42,2-2,2.0,2.0,4.0,N
2339,Brentford,West Ham,1.64,4.48,4.4,1-1,1.0,1.0,2.0,N
2340,West Ham,C. Palace,2.32,3.42,2.97,3-3,3.0,3.0,6.0,N
2341,Sunderland,London Reds,24.88,8.38,1.11,0-1,0.0,1.0,1.0,E
2342,Everton,Manchester Blue,5.18,3.53,1.71,1-3,1.0,3.0,4.0,E
2343,Burnley,Spurs,3.9,4.04,1.8,0-1,0.0,1.0,1.0,E
2344,A. Villa,Leeds,1.25,5.85,11.06,2-2,2.0,2.0,4.0,N
2345,Newcastle,Brentford,1.53,4.35,5.69,3-2,3.0,2.0,5.0,D
2346,Manchester Red,London Blues,1.88,3.73,3.85,2-2,2.0,2.0,4.0,N
2347,N. Forest,Liverpool,2.95,3.71,2.22,1-1,1.0,1.0,2.0,N
2348,Wolverhampton,Fulham,2.69,3.44,2.52,0-2,0.0,2.0,2.0,E
2349,Brighton,Bournemouth,1.6,4.53,4.68,3-0,3.0,0.0,3.0,D
2350,C. Palace,Newcastle,2.54,3.74,2.51,0-1,0.0,1.0,1.0,E
2351,Brentford,Manchester Red,1.82,4.08,3.79,3-2,3.0,2.0,5.0,D
2352,Bournemouth,A. Villa,2.26,3.31,3.16,0-2,0.0,2.0,2.0,E
2353,London Reds,West Ham,1.26,6.06,9.6,3-0,3.0,0.0,3.0,D
2354,Fulham,Sunderland,1.7000000000000002,4.24,4.26,1-1,1.0,1.0,2.0,N
2355,Leeds,Everton,3.83,3.25,2.04,0-0,0.0,0.0,0.0,N
2356,Liverpool,Brighton,1.35,5.58,7.03,3-1,3.0,1.0,4.0,D
2357,Manchester Blue,London Blues,1.34,5.57,7.59,5-0,5.0,0.0,5.0,D
2358,Spurs,N. Forest,1.56,4.68,4.84,2-2,2.0,2.0,4.0,N
2359,Wolverhampton,Burnley,1.81,4.07,3.83,2-1,2.0,1.0,3.0,D
2360,A. Villa,Liverpool,2.1,4.11,2.93,0-1,0.0,1.0,1.0,E
2361,Everton,Bournemouth,2.1,3.53,3.32,1-0,1.0,0.0,1.0,D
2362,Manchester Red,C. Palace,1.8,3.62,4.35,0-0,0.0,0.0,0.0,N
2363,Leeds,Manchester Blue,15.79,6.9,1.17,0-2,0.0,2.0,2.0,E
2364,West Ham,Fulham,2.42,3.55,2.73,2-0,2.0,0.0,2.0,D
2365,Sunderland,Burnley,4.1,4.05,1.76,0-0,0.0,0.0,0.0,N
2366,Newcastle,London Reds,2.77,3.44,2.45,1-1,1.0,1.0,2.0,N
2367,Brighton,Spurs,1.95,4.21,3.24,3-1,3.0,1.0,4.0,D
2368,London Blues,Brentford,1.81,3.78,4.14,2-0,2.0,0.0,2.0,D
